R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA1033:1532-1554_randomDouble_384,1429,410,1153,81,259,1183,1275,1567,1397
crRNA1033:1532-1554_randomDouble_386,1052,275,896,14,472,854,841,1191,1019
crRNA1033:1532-1554_randomDouble_392,977,270,854,64,246,767,737,1119,859
crRNA1033:1532-1554_randomDouble_394,1132,228,936,43,146,826,595,1249,1134
crRNA1033:1532-1554_randomDouble_399,1535,599,1174,169,714,1255,1281,1750,1441
crRNA1033:1532-1554_randomDouble_400,1337,421,1309,139,565,1149,1258,1713,1421
crRNA1033:1532-1554_randomDouble_410,1013,321,956,155,591,846,886,1173,1003
crRNA1033:1532-1554_randomDouble_423,1403,415,1045,110,460,958,1053,1619,1229
crRNA1033:1532-1554_randomDouble_445,1547,408,1252,154,624,1417,1137,1847,1424
crRNA1033:1532-1554_randomDouble_451,1104,162,839,103,239,700,552,936,964
crRNA1033:1532-1554_randomDouble_452,1316,278,1073,68,415,951,813,1217,1340
crRNA1033:1532-1554_randomDouble_460,1416,435,1266,136,347,1093,1161,1690,1347
crRNA1033:1532-1554_randomDouble_464,1394,388,1233,99,706,1242,849,1604,1388
crRNA1033:1532-1554_randomDouble_465,1527,493,1316,46,587,1365,1379,1733,1370
crRNA1033:1532-1554_randomDouble_469,1661,406,1315,160,471,1124,1148,1614,1470
crRNA1033:1532-1554_randomDouble_473,1761,561,1464,156,792,1377,1489,2185,1738
crRNA1033:1532-1554_randomDouble_474,1662,318,1318,93,420,1262,776,1596,1430
crRNA1033:1532-1554_randomDouble_480,894,233,939,99,233,936,788,1079,1038
crRNA1033:1532-1554_randomDouble_485,1457,160,872,18,292,686,611,1335,1125
crRNA1033:1532-1554_randomDouble_490,1158,186,886,46,177,771,582,1148,1029
crRNA1033:1532-1554_randomDouble_493,807,212,705,59,140,703,587,1129,833
crRNA1033:1532-1554_randomDouble_499,922,210,667,41,209,593,524,1127,799
crRNA1033:1532-1554_randomDouble_508,1894,377,1205,143,652,1646,1091,1588,1095
crRNA1033:1532-1554_randomDouble_509,1308,481,1133,90,732,1199,992,1354,1177
crRNA1033:1532-1554_randomDouble_512,1466,299,1257,109,721,1005,1092,1206,1243
crRNA1066:1574-1596_randomDouble_006,1078,210,916,103,250,1027,412,839,824
crRNA1066:1574-1596_randomDouble_007,946,192,720,3,245,714,333,882,593
crRNA1066:1574-1596_randomDouble_012,831,833,673,20,106,623,464,933,787
crRNA1066:1574-1596_randomDouble_019,906,142,766,35,180,604,378,1062,794
crRNA1066:1574-1596_randomDouble_020,881,239,715,44,67,616,357,1050,880
crRNA1066:1574-1596_randomDouble_022,1156,151,946,89,535,1547,270,739,581
crRNA1066:1574-1596_randomDouble_023,917,234,740,63,179,1503,382,521,656
crRNA1066:1574-1596_randomDouble_032,1101,172,794,20,391,909,401,845,711
crRNA1066:1574-1596_randomDouble_035,1064,237,968,25,378,834,455,987,1211
crRNA1066:1574-1596_randomDouble_040,887,173,686,62,140,565,320,1058,809
crRNA1066:1574-1596_randomDouble_043,827,124,643,24,159,660,304,921,879
crRNA1066:1574-1596_randomDouble_055,874,135,676,2,192,624,272,904,709
crRNA1066:1574-1596_randomDouble_056,922,134,722,25,175,620,419,932,705
crRNA1066:1574-1596_randomDouble_057,965,202,911,41,119,843,320,1042,958
crRNA1066:1574-1596_randomDouble_060,976,234,798,20,184,775,467,1195,728
crRNA1066:1574-1596_randomDouble_062,1004,236,965,25,202,867,534,1095,1087
crRNA1066:1574-1596_randomDouble_068,1030,204,744,82,331,831,388,770,590
crRNA1066:1574-1596_randomDouble_070,956,211,709,52,237,1130,257,633,564
crRNA1066:1574-1596_randomDouble_079,1197,245,1003,37,210,1028,450,1180,1061
crRNA1066:1574-1596_randomDouble_086,1245,203,909,59,183,808,453,1257,1166
crRNA1066:1574-1596_randomDouble_092,1078,212,904,35,356,1465,340,633,520
crRNA1066:1574-1596_randomDouble_095,945,262,795,41,184,714,379,1116,835
crRNA1066:1574-1596_randomDouble_105,1048,122,780,5,239,822,477,1058,1031
crRNA1066:1574-1596_randomDouble_106,688,102,541,12,55,406,221,883,723
crRNA1066:1574-1596_randomDouble_111,1069,298,804,30,239,674,594,1187,853
crRNA1066:1574-1596_randomDouble_113,700,205,560,21,306,542,345,958,605
crRNA1066:1574-1596_randomDouble_117,931,192,739,23,111,963,374,779,773
crRNA1066:1574-1596_randomDouble_122,1006,245,905,44,243,900,351,897,768
crRNA1066:1574-1596_randomDouble_125,1331,390,1093,89,219,984,685,1618,1415
crRNA1066:1574-1596_randomDouble_126,1126,185,874,87,361,837,739,1459,1124
crRNA1066:1574-1596_randomDouble_129,1383,392,1366,32,417,1155,784,1563,1471
crRNA1066:1574-1596_randomDouble_131,1084,138,950,110,425,1103,692,1375,1254
crRNA1066:1574-1596_randomDouble_134,1233,280,903,91,331,839,606,1154,1056
crRNA1066:1574-1596_randomDouble_135,1024,254,837,28,208,850,687,928,841
crRNA1066:1574-1596_randomDouble_139,1112,175,883,55,235,1251,361,549,591
crRNA1066:1574-1596_randomDouble_140,1035,238,790,55,262,1002,300,728,629
crRNA1066:1574-1596_randomDouble_143,1095,237,800,31,50,699,439,1155,1054
crRNA1066:1574-1596_randomDouble_147,960,147,674,22,244,820,240,665,667
crRNA1066:1574-1596_randomDouble_152,1178,273,884,94,217,894,646,1295,1261
crRNA1066:1574-1596_randomDouble_154,1166,207,1007,27,170,783,475,1348,1043
crRNA1066:1574-1596_randomDouble_161,1282,211,848,66,520,1386,502,789,594
crRNA1066:1574-1596_randomDouble_165,1034,364,882,14,48,903,446,1157,957
crRNA1066:1574-1596_randomDouble_199,1020,230,730,46,206,584,389,711,713
crRNA1066:1574-1596_randomDouble_207,1074,189,891,45,266,1248,342,743,740
crRNA1066:1574-1596_randomDouble_216,897,124,657,56,277,884,311,667,569
crRNA1066:1574-1596_randomDouble_221,965,134,797,21,364,650,390,1048,926
crRNA1066:1574-1596_randomDouble_222,1166,279,888,64,132,991,591,1255,1255
crRNA1066:1574-1596_randomDouble_226,1242,252,1029,62,340,777,732,1244,1262
crRNA1066:1574-1596_randomDouble_227,1005,183,789,66,20,785,554,1078,773
crRNA1066:1574-1596_randomDouble_230,821,160,621,33,93,919,367,931,545
crRNA1066:1574-1596_randomDouble_238,1012,156,860,29,203,766,426,1243,964
crRNA1066:1574-1596_randomDouble_245,931,235,805,63,298,803,554,1041,810
crRNA1066:1574-1596_randomDouble_252,943,181,821,78,291,781,389,954,912
crRNA1066:1574-1596_randomDouble_255,1293,243,881,77,219,1039,621,1269,886
crRNA1066:1574-1596_randomDouble_256,1255,347,1212,58,248,932,690,1316,1289
crRNA1066:1574-1596_randomDouble_269,966,190,865,38,179,797,548,1136,950
crRNA1066:1574-1596_randomDouble_281,1258,252,1071,76,36,980,456,1425,1214
crRNA1066:1574-1596_randomDouble_285,982,268,881,58,157,769,622,1062,930
crRNA1066:1574-1596_randomDouble_295,1012,234,924,55,271,859,668,1419,1005
crRNA1066:1574-1596_randomDouble_298,1205,382,940,66,541,989,688,1063,1044
crRNA1066:1574-1596_randomDouble_306,1112,162,1016,24,163,869,420,1217,1043
crRNA1066:1574-1596_randomDouble_308,707,89,669,12,45,477,232,800,602
crRNA1066:1574-1596_randomDouble_315,1249,165,1109,36,251,979,549,1617,1217
crRNA1066:1574-1596_randomDouble_316,1066,119,853,43,220,744,575,1180,1097
crRNA1066:1574-1596_randomDouble_321,1020,154,700,18,147,661,264,985,849
crRNA1066:1574-1596_randomDouble_323,1076,215,2169,63,232,819,431,888,916
crRNA1066:1574-1596_randomDouble_331,908,161,870,3,348,689,546,983,966
crRNA1066:1574-1596_randomDouble_334,1170,272,1041,56,332,1042,674,1621,1153
crRNA1066:1574-1596_randomDouble_335,1434,200,1028,45,216,944,654,1807,1341
crRNA1066:1574-1596_randomDouble_344,966,221,954,47,241,725,462,1251,864
crRNA1066:1574-1596_randomDouble_347,1126,258,1066,43,284,788,566,1446,935
crRNA1066:1574-1596_randomDouble_359,1080,199,873,47,236,666,630,1351,999
crRNA1066:1574-1596_randomDouble_371,936,134,755,5,131,623,438,1002,1009
crRNA1066:1574-1596_randomDouble_372,933,143,739,56,182,734,404,1170,898
crRNA1066:1574-1596_randomDouble_376,959,225,625,13,219,521,419,945,878
crRNA1066:1574-1596_randomDouble_380,954,237,863,19,381,633,392,1203,962
crRNA1066:1574-1596_randomDouble_387,984,209,869,15,112,744,520,1323,1116
crRNA1066:1574-1596_randomDouble_388,909,176,854,18,133,603,479,1187,830
crRNA1066:1574-1596_randomDouble_393,890,156,822,34,222,760,414,1019,818
crRNA1066:1574-1596_randomDouble_403,1298,364,962,52,405,1014,697,1689,1207
crRNA1066:1574-1596_randomDouble_421,1059,208,764,11,401,623,580,1072,1024
crRNA1066:1574-1596_randomDouble_444,968,358,929,27,317,906,518,1210,1064
crRNA1066:1574-1596_randomDouble_450,1220,263,1072,60,395,987,914,1359,962
crRNA1066:1574-1596_randomDouble_451,1154,168,906,17,393,957,487,1171,909
crRNA1066:1574-1596_randomDouble_459,1014,176,813,51,272,729,585,971,956
crRNA1066:1574-1596_randomDouble_461,1048,238,854,60,271,1185,500,829,744
crRNA1066:1574-1596_randomDouble_462,1166,221,750,95,204,985,341,697,676
crRNA1066:1574-1596_randomDouble_464,794,202,745,71,285,724,282,896,800
crRNA1066:1574-1596_randomDouble_468,896,250,898,75,276,848,472,834,845
crRNA1066:1574-1596_randomDouble_475,1402,405,1053,81,330,1059,743,1450,1237
crRNA1066:1574-1596_randomDouble_477,1088,191,878,31,288,830,528,1211,844
crRNA1066:1574-1596_randomDouble_479,1139,313,889,20,273,895,572,1244,962
crRNA1066:1574-1596_randomDouble_486,853,166,723,14,161,726,466,727,848
crRNA1066:1574-1596_randomDouble_493,1198,357,889,3,657,1237,576,1026,812
crRNA1066:1574-1596_randomDouble_496,1175,257,884,368,309,880,745,1341,1080
crRNA1066:1574-1596_randomDouble_507,1167,320,922,68,272,1716,390,822,643
crRNA1066:1574-1596_randomDouble_510,1119,222,802,56,238,1334,274,605,599
crRNA1066:1574-1596_randomDouble_521,1006,191,874,36,128,831,557,1168,988
crRNA1066:1574-1596_randomDouble_525,992,266,765,41,168,930,640,1297,851
crRNA1187:1785-1807_randomDouble_011,579,63,455,18,39,342,108,539,574
crRNA1187:1785-1807_randomDouble_018,537,68,446,21,81,401,126,805,652
crRNA1187:1785-1807_randomDouble_021,795,143,531,19,155,505,252,875,793
crRNA1187:1785-1807_randomDouble_022,502,68,380,10,30,251,97,718,605
crRNA1187:1785-1807_randomDouble_037,785,69,550,29,117,390,206,765,709
crRNA1187:1785-1807_randomDouble_040,638,126,466,8,102,269,165,593,599
crRNA1187:1785-1807_randomDouble_058,451,51,452,20,142,383,180,736,512
crRNA1187:1785-1807_randomDouble_063,596,97,480,11,226,370,182,932,600
crRNA1187:1785-1807_randomDouble_065,442,72,337,16,58,260,106,559,522
crRNA1187:1785-1807_randomDouble_078,860,66,670,19,125,598,256,1146,906
crRNA1187:1785-1807_randomDouble_082,898,121,730,14,74,693,360,1045,821
crRNA1187:1785-1807_randomDouble_087,827,94,667,24,122,494,305,828,617
crRNA1187:1785-1807_randomDouble_090,766,124,700,29,241,563,277,995,674
crRNA1187:1785-1807_randomDouble_101,627,66,529,19,59,375,114,604,634
crRNA1187:1785-1807_randomDouble_106,582,108,489,11,67,405,189,728,685
crRNA1187:1785-1807_randomDouble_108,713,166,540,42,153,555,235,721,709
crRNA1187:1785-1807_randomDouble_112,539,78,452,1,78,333,125,640,471
crRNA1187:1785-1807_randomDouble_115,569,67,404,8,82,369,158,582,576
crRNA1187:1785-1807_randomDouble_125,598,51,433,10,73,302,133,793,509
crRNA1187:1785-1807_randomDouble_128,507,210,380,6,44,227,66,558,520
crRNA1187:1785-1807_randomDouble_129,851,158,565,31,120,470,325,1143,696
crRNA1187:1785-1807_randomDouble_133,671,115,486,11,87,420,199,800,627
crRNA1187:1785-1807_randomDouble_137,782,127,546,13,115,440,180,694,596
crRNA1187:1785-1807_randomDouble_141,455,50,416,6,35,275,61,540,454
crRNA1187:1785-1807_randomDouble_144,571,58,442,4,51,298,93,474,618
crRNA1187:1785-1807_randomDouble_148,863,60,506,12,93,359,141,851,575
crRNA1187:1785-1807_randomDouble_153,969,118,823,36,136,596,390,1166,992
crRNA1187:1785-1807_randomDouble_196,774,141,625,14,178,459,262,982,771
crRNA1187:1785-1807_randomDouble_207,864,162,870,41,156,707,275,879,868
crRNA1187:1785-1807_randomDouble_210,812,91,590,21,91,484,267,790,558
crRNA1187:1785-1807_randomDouble_211,541,62,425,7,73,383,160,828,627
crRNA1187:1785-1807_randomDouble_216,798,84,549,17,187,453,141,694,594
crRNA1187:1785-1807_randomDouble_220,760,360,782,25,384,694,412,1082,859
crRNA1187:1785-1807_randomDouble_229,794,89,676,2,117,594,357,794,655
crRNA1187:1785-1807_randomDouble_233,532,65,317,4,125,321,112,570,483
crRNA1187:1785-1807_randomDouble_246,863,65,635,7,88,487,227,821,677
crRNA1187:1785-1807_randomDouble_276,411,50,421,8,74,284,97,534,504
crRNA1187:1785-1807_randomDouble_285,792,142,593,14,227,569,390,907,847
crRNA1187:1785-1807_randomDouble_290,694,176,690,95,349,498,464,941,752
crRNA1187:1785-1807_randomDouble_298,939,281,787,56,504,739,509,1279,979
crRNA1187:1785-1807_randomDouble_300,618,84,438,11,102,325,133,665,597
crRNA1187:1785-1807_randomDouble_305,528,58,384,4,33,264,72,599,409
crRNA1187:1785-1807_randomDouble_306,516,50,470,9,14,322,116,709,512
crRNA1187:1785-1807_randomDouble_314,855,157,783,61,140,580,404,1154,867
crRNA1187:1785-1807_randomDouble_323,593,150,547,19,192,466,236,522,596
crRNA1187:1785-1807_randomDouble_339,946,118,801,17,116,1042,486,1072,1115
crRNA1187:1785-1807_randomDouble_340,960,82,693,26,292,524,323,1094,777
crRNA1187:1785-1807_randomDouble_348,683,66,502,6,116,489,252,783,620
crRNA1187:1785-1807_randomDouble_356,966,274,803,18,214,629,639,1161,845
crRNA1187:1785-1807_randomDouble_357,762,56,465,3,82,393,136,762,659
crRNA1187:1785-1807_randomDouble_362,729,90,554,3,73,469,201,707,646
crRNA1187:1785-1807_randomDouble_367,1153,154,882,65,319,831,357,1213,950
crRNA1187:1785-1807_randomDouble_389,625,105,559,17,74,490,227,963,661
crRNA1187:1785-1807_randomDouble_404,843,160,534,47,242,589,355,1059,809
crRNA1187:1785-1807_randomDouble_446,716,51,589,27,106,445,139,860,804
crRNA1187:1785-1807_randomDouble_448,629,96,500,3,186,347,126,663,665
crRNA1187:1785-1807_randomDouble_450,568,89,462,10,52,387,112,697,529
crRNA1187:1785-1807_randomDouble_455,532,55,372,13,17,358,96,466,584
crRNA1187:1785-1807_randomDouble_458,871,126,743,31,111,671,314,905,957
crRNA1187:1785-1807_randomDouble_462,683,190,541,16,62,459,211,1010,617
crRNA1187:1785-1807_randomDouble_467,752,139,682,25,169,370,244,939,593
crRNA1187:1785-1807_randomDouble_475,952,184,666,57,242,719,306,745,982
crRNA1187:1785-1807_randomDouble_498,587,61,420,9,99,349,306,672,552
crRNA1187:1785-1807_randomDouble_499,688,87,498,8,138,538,236,823,676
crRNA1187:1785-1807_randomDouble_510,717,79,560,21,59,630,192,729,708
crRNA1187:1785-1807_randomDouble_512,673,64,447,1,188,452,171,714,594
crRNA1187:1785-1807_randomDouble_516,981,130,704,17,268,502,283,1139,791
crRNA1187:1785-1807_randomDouble_518,705,71,521,44,142,506,267,771,627
crRNA1187:1785-1807_randomDouble_521,845,204,774,64,253,694,513,1125,862
crRNA1325:2096-2118_randomDouble_006,1104,353,1055,116,168,1133,962,1294,1123
crRNA1325:2096-2118_randomDouble_007,1168,234,956,14,392,1001,747,1152,1096
crRNA1325:2096-2118_randomDouble_011,1116,420,1074,56,429,1384,668,1143,974
crRNA1325:2096-2118_randomDouble_019,1198,406,913,72,224,865,772,1198,1159
crRNA1325:2096-2118_randomDouble_022,971,327,836,47,279,780,851,1231,969
crRNA1325:2096-2118_randomDouble_030,1089,227,911,91,323,871,747,1013,974
crRNA1325:2096-2118_randomDouble_033,1237,377,1036,93,117,1071,700,1289,1010
crRNA1325:2096-2118_randomDouble_038,1051,275,776,111,159,721,674,1250,1014
crRNA1325:2096-2118_randomDouble_042,1088,309,908,25,197,740,768,1080,965
crRNA1325:2096-2118_randomDouble_053,713,150,551,58,133,586,393,1020,687
crRNA1325:2096-2118_randomDouble_055,567,90,451,21,152,420,254,710,701
crRNA1325:2096-2118_randomDouble_058,539,129,385,13,128,357,269,758,571
crRNA1325:2096-2118_randomDouble_060,687,180,565,39,167,499,229,824,651
crRNA1325:2096-2118_randomDouble_065,583,88,441,28,97,436,214,515,525
crRNA1325:2096-2118_randomDouble_068,557,69,474,16,42,396,193,661,611
crRNA1325:2096-2118_randomDouble_077,1237,231,1186,17,95,545,682,1269,1008
crRNA1325:2096-2118_randomDouble_081,1157,260,989,47,184,911,744,1370,977
crRNA1325:2096-2118_randomDouble_084,1035,317,884,145,306,563,690,1193,993
crRNA1325:2096-2118_randomDouble_090,925,222,880,85,373,739,572,1132,942
crRNA1325:2096-2118_randomDouble_094,1171,294,965,37,481,997,727,1336,976
crRNA1325:2096-2118_randomDouble_105,840,290,582,15,234,600,280,931,701
crRNA1325:2096-2118_randomDouble_106,741,155,645,22,261,794,289,807,885
crRNA1325:2096-2118_randomDouble_111,885,199,789,67,263,690,352,1051,788
crRNA1325:2096-2118_randomDouble_113,932,151,673,45,108,706,451,921,753
crRNA1325:2096-2118_randomDouble_116,1110,205,831,111,503,967,902,1141,1049
crRNA1325:2096-2118_randomDouble_120,1039,218,1271,43,422,941,626,1053,1235
crRNA1325:2096-2118_randomDouble_124,1208,232,1251,103,328,995,864,1477,1457
crRNA1325:2096-2118_randomDouble_126,843,140,704,43,359,535,524,935,751
crRNA1325:2096-2118_randomDouble_128,890,185,571,41,277,544,495,904,657
crRNA1325:2096-2118_randomDouble_130,887,225,694,7,177,688,533,928,712
crRNA1325:2096-2118_randomDouble_134,734,123,583,97,78,452,445,757,609
crRNA1325:2096-2118_randomDouble_135,808,134,772,45,324,713,423,939,796
crRNA1325:2096-2118_randomDouble_139,1358,310,1075,101,576,1097,886,1264,1085
crRNA1325:2096-2118_randomDouble_143,1102,202,846,71,121,796,664,1015,1010
crRNA1325:2096-2118_randomDouble_146,837,448,786,41,239,676,596,1124,887
crRNA1325:2096-2118_randomDouble_151,820,206,643,35,213,587,609,931,764
crRNA1325:2096-2118_randomDouble_153,1076,284,689,30,448,646,644,1149,889
crRNA1325:2096-2118_randomDouble_160,736,146,531,23,272,515,425,1009,562
crRNA1325:2096-2118_randomDouble_162,968,290,1024,49,353,865,563,1268,1124
crRNA1325:2096-2118_randomDouble_197,714,147,663,24,216,433,371,778,674
crRNA1325:2096-2118_randomDouble_205,1013,279,724,21,615,576,575,1005,827
crRNA1325:2096-2118_randomDouble_214,732,169,640,24,119,657,292,894,839
crRNA1325:2096-2118_randomDouble_219,527,93,476,47,107,384,222,790,562
crRNA1325:2096-2118_randomDouble_223,1073,185,760,88,229,605,400,1139,881
crRNA1325:2096-2118_randomDouble_224,572,150,480,27,193,381,273,528,514
crRNA1325:2096-2118_randomDouble_225,466,83,271,45,88,312,265,528,383
crRNA1325:2096-2118_randomDouble_227,852,82,472,31,176,470,368,600,538
crRNA1325:2096-2118_randomDouble_238,603,153,533,9,210,532,685,991,637
crRNA1325:2096-2118_randomDouble_243,938,168,743,58,274,732,524,1115,780
crRNA1325:2096-2118_randomDouble_250,699,157,566,27,12,386,369,657,741
crRNA1325:2096-2118_randomDouble_254,1317,399,1050,39,414,990,609,1432,1133
crRNA1325:2096-2118_randomDouble_255,1179,224,989,51,158,766,604,1317,1119
crRNA1325:2096-2118_randomDouble_268,592,131,618,38,217,535,260,663,646
crRNA1325:2096-2118_randomDouble_279,574,65,350,4,49,242,129,393,416
crRNA1325:2096-2118_randomDouble_283,502,120,492,4,28,386,228,830,576
crRNA1325:2096-2118_randomDouble_295,685,147,508,35,116,349,202,941,662
crRNA1325:2096-2118_randomDouble_297,456,111,408,8,124,339,183,559,464
crRNA1325:2096-2118_randomDouble_306,1001,238,746,70,259,769,626,978,959
crRNA1325:2096-2118_randomDouble_308,643,191,587,33,207,496,500,954,742
crRNA1325:2096-2118_randomDouble_310,702,180,597,54,180,556,523,751,803
crRNA1325:2096-2118_randomDouble_315,541,86,436,32,79,454,251,628,560
crRNA1325:2096-2118_randomDouble_316,884,164,591,20,151,477,406,773,604
crRNA1325:2096-2118_randomDouble_322,800,189,775,68,544,708,420,862,762
crRNA1325:2096-2118_randomDouble_324,846,199,643,94,233,706,476,996,799
crRNA1325:2096-2118_randomDouble_334,693,194,603,67,217,438,514,898,730
crRNA1325:2096-2118_randomDouble_336,778,202,574,42,230,460,327,726,511
crRNA1325:2096-2118_randomDouble_338,680,79,491,6,253,401,306,853,629
crRNA1325:2096-2118_randomDouble_346,852,194,738,42,255,707,528,1067,953
crRNA1325:2096-2118_randomDouble_350,1276,243,981,98,266,989,502,1283,1162
crRNA1325:2096-2118_randomDouble_360,719,146,514,22,233,396,343,663,733
crRNA1325:2096-2118_randomDouble_372,1003,247,894,122,305,728,751,1202,821
crRNA1325:2096-2118_randomDouble_377,851,269,687,60,177,580,572,797,802
crRNA1325:2096-2118_randomDouble_379,1009,275,866,39,274,760,580,1159,881
crRNA1325:2096-2118_randomDouble_386,836,123,615,24,161,648,455,913,697
crRNA1325:2096-2118_randomDouble_388,615,78,478,40,43,449,227,599,576
crRNA1325:2096-2118_randomDouble_392,1197,471,1003,40,278,1003,660,1302,1047
crRNA1325:2096-2118_randomDouble_393,820,185,621,20,337,615,484,1010,700
crRNA1325:2096-2118_randomDouble_401,759,130,600,36,176,630,440,1087,641
crRNA1325:2096-2118_randomDouble_418,1144,236,848,53,311,942,691,1252,977
crRNA1325:2096-2118_randomDouble_419,1042,305,801,58,481,666,616,1197,1117
crRNA1325:2096-2118_randomDouble_445,431,61,336,4,98,265,177,439,433
