Input_R1,Input_R2,D7_R1,D7_R2,D14_R1,D14_R2
C1orf174_crRNA0506:529-555_T11_0.9882_0.775121155599704,365,564,334,547,345,914
C1orf174_crRNA0507:530-556_T3_0.9956_0.789257881387549,433,671,503,685,750,465
C1orf174_crRNA0508:531-557_T18_0.983_0.764938354051636,271,374,263,408,442,312
C1orf174_crRNA0540:563-589_B17_0.04213_0.49443086784844,782,1107,717,1074,575,3697
C1orf174_crRNA0548:571-597_T2_0.9985_0.808348073490034,465,676,444,585,363,547
C1orf174_crRNA0549:572-598_T15_0.9852_0.772237655441997,569,840,653,934,516,780
C1orf174_crRNA0558:581-607_T12_0.9874_0.774595065231271,594,952,522,658,358,688
C1orf174_crRNA0573:596-622_T17_0.9837_0.766468874940432,654,835,587,973,390,640
C1orf174_crRNA0580:603-629_B2_0.005913_0.439265257328223,774,863,692,809,498,710
C1orf174_crRNA0585:608-634_B4_0.01109_0.452410649616625,559,750,542,717,455,596
C1orf174_crRNA0586:609-635_B13_0.03548_0.484336657376205,734,1095,615,870,551,704
C1orf174_crRNA0620:643-669_B15_0.03917_0.49105610581566,569,743,609,726,419,582
C1orf174_crRNA0625:648-674_B12_0.0303_0.478398347025169,638,1021,563,836,407,638
C1orf174_crRNA0641:664-690_B10_0.02735_0.474231313365498,604,1053,562,695,382,786
C1orf174_crRNA0651:674-700_T13_0.9867_0.773106373946624,503,658,493,738,522,521
C1orf174_crRNA0678:701-727_B7_0.02291_0.469622183784588,699,945,675,817,795,598
C1orf174_crRNA0689:712-738_B20_0.04508_0.49681297078209,673,872,516,835,338,902
C1orf174_crRNA0690:713-739_B19_0.04435_0.49681297078209,851,1131,705,1067,556,687
CACUL1_crRNA0408:514-540_T18_0.9768_0.749260822934972,598,798,516,690,333,544
CACUL1_crRNA0409:515-541_T2_0.9989_0.780736229416662,639,825,566,721,389,724
CACUL1_crRNA0410:516-542_T7_0.9936_0.766923983409252,709,793,541,800,447,902
CACUL1_crRNA0458:564-590_B33_0.02054_0.413912487252265,1196,1574,907,1406,849,1596
CACUL1_crRNA0463:569-595_B5_0.001325_0.311189303302791,873,1096,737,1074,451,839
CACUL1_crRNA0464:570-596_B1_0_0.269531920399849,911,1196,787,1164,589,942
CACUL1_crRNA0465:571-597_B25_0.01546_0.3973265556378,933,1205,856,1075,667,1083
CACUL1_crRNA0466:572-598_B19_0.01149_0.387341700944951,1227,1382,921,1299,736,1346
CACUL1_crRNA0469:575-601_B3_0.0004418_0.303061167960188,729,1134,746,1230,618,1099
CACUL1_crRNA0477:607-633_B11_0.00486_0.363834904091163,745,994,606,965,407,980
CACUL1_crRNA0478:608-634_B9_0.003313_0.343359273214069,740,1235,738,949,440,1147
CACUL1_crRNA0479:609-635_B7_0.001767_0.317044005747771,720,1038,605,969,462,702
CACUL1_crRNA0483:613-639_B31_0.01789_0.405382335694286,945,1202,813,1166,562,1000
CACUL1_crRNA0488:618-644_B15_0.008173_0.376155381124062,887,1256,727,1306,591,1277
CACUL1_crRNA0502:657-683_B27_0.01657_0.402084420130797,1012,1431,852,1173,541,809
CACUL1_crRNA0530:685-711_B23_0.01458_0.395115806577102,213,485,223,462,161,374
CACUL1_crRNA0544:699-725_B21_0.01392_0.39363349434553,799,1035,844,1001,816,876
CACUL1_crRNA0557:712-738_B13_0.005964_0.369922295474797,788,972,652,935,779,782
CACUL1_crRNA0571:726-752_T6_0.9938_0.767410192170888,539,737,436,498,314,253
CACUL1_crRNA0614:769-795_B29_0.01701_0.40340018790344,850,1244,788,1270,593,1981
CACUL1_crRNA0617:772-798_B17_0.008836_0.3786360795247,500,980,492,727,313,1581
CACUL1_crRNA0640:824-850_B35_0.02121_0.414803432695622,605,682,474,767,501,497
CACUL1_crRNA0645:829-855_B37_0.02364_0.419868837056296,395,517,282,390,208,345
CACUL1_crRNA0667:851-877_T20_0.9684_0.744863348875945,118,459,148,346,123,221
CACUL1_crRNA0821:1052-1078_T1_0.9991_0.781300327381585,378,516,388,487,236,595
CACUL1_crRNA0824:1055-1081_T11_0.9867_0.752584959249238,404,856,437,907,286,1941
CACUL1_crRNA0825:1056-1082_T5_0.9956_0.770717887902754,371,640,369,449,285,581
CACUL1_crRNA0834:1065-1091_B39_0.0243_0.420186143672479,714,940,659,837,475,820
CACUL1_crRNA0902:1133-1159_T19_0.9737_0.747666260789348,631,898,551,660,369,594
CACUL1_crRNA1061:1360-1386_T8_0.9914_0.762162683542819,512,755,428,535,249,419
CACUL1_crRNA1062:1361-1387_T10_0.9874_0.754158164577664,655,930,527,730,426,610
CACUL1_crRNA1155:1502-1528_T12_0.9863_0.752215751808241,366,573,418,546,251,522
CACUL1_crRNA1156:1503-1529_T13_0.9861_0.752215751808241,429,596,361,568,404,446
CACUL1_crRNA1157:1504-1530_T14_0.9859_0.752215751808241,465,609,396,501,287,508
CACUL1_crRNA1158:1505-1531_T3_0.9985_0.778493705279791,735,877,512,825,510,673
CACUL1_crRNA1159:1506-1532_T9_0.9883_0.757236167832208,605,733,584,823,527,677
CACUL1_crRNA1180:1527-1553_T16_0.9806_0.750326817733293,466,609,437,564,180,522
CACUL1_crRNA1181:1528-1554_T17_0.9803_0.750326817733293,542,776,463,651,317,807
CACUL1_crRNA1182:1529-1555_T15_0.9837_0.751449170678833,506,741,479,582,465,712
CACUL1_crRNA1211:1558-1584_T4_0.9982_0.774757715316505,507,714,383,545,307,445
CAPN15_crRNA0432:484-510_T12_0.9962_0.785074524359037,460,534,444,674,297,495
CAPN15_crRNA0433:485-511_T2_0.9992_0.814655560232843,536,689,442,753,579,1145
CAPN15_crRNA0455:507-533_B19_0.007156_0.303663874479639,809,1186,697,1149,477,1881
CAPN15_crRNA0565:617-643_B52_0.01814_0.336928785789645,945,1051,778,1019,749,1302
CAPN15_crRNA0699:820-846_B28_0.009711_0.313380001461063,796,1006,681,888,538,1138
CAPN15_crRNA0868:1036-1062_B31_0.01048_0.31482052086372,499,791,386,817,306,570
CAPN15_crRNA0869:1037-1063_B7_0.002556_0.283174827101892,387,1017,459,862,342,506
CAPN15_crRNA0947:1140-1166_B13_0.004344_0.293365735462168,922,1280,809,987,473,757
CAPN15_crRNA0950:1143-1169_B40_0.01278_0.32082309969681,951,1167,809,1052,439,1009
CAPN15_crRNA0953:1146-1172_B1_0_0.216124791576283,1063,1320,829,1147,643,1360
CAPN15_crRNA0958:1151-1177_B16_0.006133_0.302262312154853,791,1132,627,873,524,1309
CAPN15_crRNA0959:1152-1178_B46_0.01584_0.328035178254104,850,1379,781,1126,768,889
CAPN15_crRNA1005:1222-1248_T8_0.9974_0.788185835783034,811,1053,685,695,474,755
CAPN15_crRNA1006:1223-1249_T14_0.9957_0.784166418914138,663,978,655,902,795,557
CAPN15_crRNA1115:1332-1358_B25_0.008945_0.30991577478115,732,994,632,871,431,620
CAPN15_crRNA1116:1333-1359_B55_0.01917_0.338880240275988,926,1087,699,931,530,613
CAPN15_crRNA1138:1355-1381_B43_0.0138_0.322191743467314,271,440,309,503,303,518
CAPN15_crRNA1221:1461-1487_T6_0.998_0.791697854395929,626,790,582,780,464,609
CAPN15_crRNA1299:1563-1589_B34_0.01124_0.317044005747771,1016,1534,783,1450,537,1707
CAPN15_crRNA1378:1642-1668_B10_0.003322_0.286552552947,1132,1576,972,1464,1733,2148
CAPN15_crRNA1379:1643-1669_B4_0.001278_0.263816935338904,1325,1599,973,1617,637,1475
CAPN15_crRNA1380:1644-1670_B22_0.007922_0.306280786016661,1005,1452,711,1169,593,1486
CAPN15_crRNA1443:1731-1757_T16_0.9951_0.783170244728748,779,1146,689,881,661,876
CAPN15_crRNA1586:1874-1900_T20_0.9941_0.781839301483347,901,1149,780,1051,531,1248
CAPN15_crRNA1771:2059-2085_T10_0.9969_0.786482499456472,622,905,618,637,417,515
CAPN15_crRNA1784:2072-2098_T9_0.9972_0.787089258363902,855,1018,680,908,630,729
CAPN15_crRNA1789:2077-2103_T19_0.9944_0.781848924262024,607,833,580,771,555,745
CAPN15_crRNA1799:2087-2113_T11_0.9967_0.785686218755255,938,1038,843,979,551,691
CAPN15_crRNA1928:2216-2242_T13_0.9959_0.784726359362176,588,667,519,655,532,745
CAPN15_crRNA1929:2217-2243_T1_0.9997_0.819637483123226,607,722,408,503,319,484
CAPN15_crRNA2151:2531-2557_T5_0.9982_0.792023266519156,731,989,449,684,344,561
CAPN15_crRNA2212:2592-2618_T17_0.9949_0.782843469525914,829,892,601,808,464,550
CAPN15_crRNA2213:2593-2619_T18_0.9946_0.782843469525914,672,916,473,763,665,711
CAPN15_crRNA2214:2594-2620_T4_0.9985_0.794476183054451,969,927,756,1011,398,796
CAPN15_crRNA2506:2909-2935_T3_0.999_0.80754362113208,1028,1271,691,1068,806,1061
CAPN15_crRNA2537:2940-2966_B49_0.01712_0.3360340655232,825,1089,689,983,653,1046
CAPN15_crRNA2605:3008-3034_T7_0.9977_0.789303376925468,782,1077,588,835,363,712
CAPN15_crRNA2675:3125-3151_B58_0.02019_0.341544795505312,1020,1528,807,1295,700,1351
CAPN15_crRNA2742:3192-3218_B37_0.01201_0.317590768588439,614,1182,626,1050,439,606
CAPN15_crRNA2837:3287-3313_T15_0.9954_0.783554063683642,454,665,360,517,220,384
CCT7_crRNA0224:247-273_B29_0.04863_0.513939879918425,870,1087,691,942,788,957
CCT7_crRNA0225:248-274_B11_0.01746_0.473776529683796,404,754,365,531,420,712
CCT7_crRNA0260:283-309_T5_0.9751_0.764722901342441,740,759,589,792,448,744
CCT7_crRNA0370:393-419_T8_0.9688_0.76370960834614,626,823,577,700,484,820
CCT7_crRNA0372:395-421_T19_0.9401_0.749452952103735,638,856,539,834,350,701
CCT7_crRNA0465:511-537_B1_0_0.372967059366153,653,1006,636,854,440,741
CCT7_crRNA0469:515-541_B17_0.0293_0.487704308520266,522,774,448,549,322,356
CCT7_crRNA0694:740-766_B39_0.06484_0.531046859197167,570,742,687,915,403,961
CCT7_crRNA1001:1094-1120_T7_0.9707_0.764442170132993,487,704,315,558,266,477
CCT7_crRNA1002:1095-1121_T20_0.932_0.747035500914832,661,905,415,736,358,686
CCT7_crRNA1087:1180-1206_T9_0.967_0.761086196192944,555,734,567,606,360,460
CCT7_crRNA1089:1182-1208_T4_0.9875_0.77615747928922,566,841,577,782,462,668
CCT7_crRNA1090:1183-1209_T18_0.9414_0.749787723891624,534,888,563,778,393,738
CCT7_crRNA1099:1192-1218_T14_0.9445_0.750326817733293,714,871,689,888,612,1678
CCT7_crRNA1100:1193-1219_T15_0.9439_0.750326817733293,536,812,499,742,380,588
CCT7_crRNA1101:1194-1220_T16_0.9433_0.750326817733293,462,644,464,705,346,639
CCT7_crRNA1129:1249-1275_B21_0.03429_0.492136173425577,968,1244,1039,1285,679,1123
CCT7_crRNA1150:1270-1296_T10_0.9495_0.752497025984693,472,604,176,283,96,197
CCT7_crRNA1151:1271-1297_T6_0.9713_0.764722901342441,464,606,327,515,256,342
CCT7_crRNA1152:1272-1298_T11_0.9489_0.752497025984693,435,459,349,590,259,945
CCT7_crRNA1153:1273-1299_T17_0.9426_0.749926111407215,563,702,516,719,427,896
CCT7_crRNA1357:1477-1503_B25_0.04115_0.505769863827327,653,824,574,829,527,654
CCT7_crRNA1403:1523-1549_B15_0.02369_0.482071227509907,614,859,549,817,550,887
CCT7_crRNA1477:1621-1647_T3_0.9938_0.789166671845718,498,676,437,609,460,476
CCT7_crRNA1481:1625-1651_T2_0.9963_0.795805019488711,330,588,177,244,79,199
CCT7_crRNA1482:1626-1652_T1_0.9994_0.817859066118786,345,479,103,150,37,93
CCT7_crRNA1485:1629-1655_T12_0.9483_0.751478078789017,473,566,99,137,50,117
CCT7_crRNA1487:1631-1657_T13_0.9451_0.750537190312931,671,846,518,679,394,622
CCT7_crRNA1499:1643-1669_B9_0.01247_0.462379110755399,671,861,510,753,372,536
CCT7_crRNA1500:1644-1670_B35_0.05237_0.514670892333982,665,1028,521,682,420,579
CCT7_crRNA1504:1648-1674_B23_0.03616_0.497715528231606,592,861,497,732,530,611
CCT7_crRNA1505:1649-1675_B5_0.004364_0.413112319620646,816,990,668,929,543,767
CCT7_crRNA1507:1651-1677_B27_0.04364_0.507934947526108,657,825,633,791,587,629
CCT7_crRNA1508:1652-1678_B19_0.03242_0.490661639454289,525,783,524,745,361,638
CCT7_crRNA1509:1653-1679_B33_0.05112_0.514670892333982,922,1419,859,1084,627,751
CCT7_crRNA1541:1708-1734_B3_0.003117_0.399764064385694,606,808,631,709,903,580
CCT7_crRNA1553:1720-1746_B13_0.02244_0.48067591135836,869,1032,679,758,1003,809
CCT7_crRNA1554:1721-1747_B7_0.007481_0.452437291820852,584,925,490,647,302,745
CCT7_crRNA1559:1726-1752_B37_0.05611_0.51878900056183,1057,1539,1131,1394,1145,1312
CCT7_crRNA1560:1727-1753_B31_0.04988_0.51437947005283,969,1173,713,1203,535,949
CDC5L_crRNA0190:277-303_B39_0.01824_0.495637379783106,938,993,747,964,540,1281
CDC5L_crRNA0193:280-306_B17_0.009118_0.462877975516528,602,850,464,702,333,557
CDC5L_crRNA0211:322-348_T12_0.9968_0.783106596168576,549,824,341,387,211,342
CDC5L_crRNA0403:560-586_T5_0.9986_0.799819379332262,593,887,505,730,322,636
CDC5L_crRNA0404:561-587_T6_0.9982_0.79023363263019,606,890,538,666,404,737
CDC5L_crRNA0533:690-716_B13_0.00775_0.455663317547646,266,435,274,527,265,422
CDC5L_crRNA0537:694-720_B27_0.01368_0.481441522994544,508,605,362,543,316,450
CDC5L_crRNA0538:695-721_B7_0.005471_0.427742744290937,512,853,542,775,419,704
CDC5L_crRNA0539:696-722_B11_0.006382_0.437037616360031,468,580,337,498,228,339
CDC5L_crRNA0592:749-775_B9_0.005927_0.4342848538168,598,782,467,573,320,450
CDC5L_crRNA0594:751-777_B31_0.01504_0.48342152280421,460,657,307,495,156,410
CDC5L_crRNA0627:784-810_T18_0.995_0.774900521585029,567,777,531,708,762,683
CDC5L_crRNA0671:828-854_B3_0.003647_0.421301416072822,493,808,375,581,308,539
CDC5L_crRNA0786:1033-1059_T3_0.9991_0.805096425771199,475,660,449,646,395,584
CDC5L_crRNA0787:1034-1060_T4_0.9989_0.805096425771199,459,549,278,428,144,286
CDC5L_crRNA0788:1035-1061_T8_0.9977_0.78876065593191,450,578,158,204,273,134
CDC5L_crRNA0851:1189-1215_B19_0.01003_0.46918154938554,333,576,377,407,263,638
CDC5L_crRNA0980:1342-1368_B37_0.01778_0.49560223443215,314,517,182,168,61,132
CDC5L_crRNA1027:1389-1415_B35_0.0171_0.493306494032364,544,736,504,580,335,408
CDC5L_crRNA1029:1391-1417_B1_0.002279_0.410593966684155,767,1099,611,749,397,1068
CDC5L_crRNA1033:1395-1421_B21_0.01094_0.472144293656363,649,898,366,509,136,259
CDC5L_crRNA1036:1398-1424_B15_0.008206_0.455772160937274,616,764,429,647,289,869
CDC5L_crRNA1044:1406-1432_B5_0.004787_0.424130163287546,546,758,460,725,309,464
CDC5L_crRNA1045:1407-1433_B25_0.01299_0.47952148066343,593,840,493,673,401,614
CDC5L_crRNA1048:1410-1436_B23_0.01208_0.477451670185947,668,810,500,726,365,703
CDC5L_crRNA1183:1545-1571_T10_0.9973_0.788082162791854,891,1089,694,921,444,803
CDC5L_crRNA1204:1566-1592_B33_0.0155_0.48496599236733,550,827,558,674,464,490
CDC5L_crRNA1210:1572-1598_B29_0.01436_0.482146840035415,268,464,221,380,475,322
CDC5L_crRNA1456:1842-1868_T1_0.9998_0.820737861965103,826,1041,590,871,372,724
CDC5L_crRNA1457:1843-1869_T2_0.9993_0.808241000889137,760,1046,541,803,416,465
CDC5L_crRNA1458:1844-1870_T9_0.9975_0.788435318203224,704,827,534,721,317,481
CDC5L_crRNA1483:1869-1895_T15_0.9959_0.779506427922092,633,906,389,472,315,258
CDC5L_crRNA1732:2205-2231_T19_0.9948_0.774757715316505,483,562,384,589,238,457
CDC5L_crRNA1733:2206-2232_T20_0.9945_0.774757715316505,671,844,538,750,847,606
CDC5L_crRNA1755:2228-2254_T17_0.9952_0.775979575134109,676,832,453,731,291,607
CDC5L_crRNA1791:2264-2290_T11_0.997_0.786778550759103,415,656,333,587,491,953
CDC5L_crRNA1854:2374-2400_T7_0.9979_0.790106473586147,303,517,303,358,163,327
CDC5L_crRNA1882:2402-2428_T13_0.9966_0.78209351022025,601,748,70,68,21,53
CDC5L_crRNA1897:2417-2443_T16_0.9954_0.777568483978149,530,824,509,731,288,592
CDC5L_crRNA1898:2418-2444_T14_0.9961_0.780548145708976,698,856,560,982,558,1781
CDKN1A_crRNA0129:129-155_T5_0.991_0.774514567158543,750,972,589,806,359,615
CDKN1A_crRNA0132:132-158_T7_0.9879_0.771725168872054,637,714,555,701,472,675
CDKN1A_crRNA0144:144-170_T9_0.9859_0.770258452075755,705,1110,687,864,483,825
CDKN1A_crRNA0169:169-195_B9_0.008951_0.373033513375001,433,646,439,625,239,480
CDKN1A_crRNA0177:177-203_B19_0.02558_0.41861249598674,711,1129,821,1004,1561,1399
CDKN1A_crRNA0179:179-205_B23_0.03005_0.427594513360483,845,1219,562,937,410,777
CDKN1A_crRNA0181:181-207_B7_0.005754_0.360292387118576,865,1215,730,1103,885,860
CDKN1A_crRNA0182:182-208_B5_0.003197_0.32933725114008,1062,1076,867,927,536,754
CDKN1A_crRNA0184:184-210_B3_0.001918_0.314251900246158,533,665,534,746,361,484
CDKN1A_crRNA0189:189-215_B17_0.02366_0.415759861122837,1134,1433,1007,1347,881,1269
CDKN1A_crRNA0191:191-217_B11_0.01535_0.396651621990527,1066,1440,879,1313,695,1346
CDKN1A_crRNA0194:194-220_B1_0_0.285099332614076,1207,1372,992,1357,750,1348
CDKN1A_crRNA0201:201-227_B15_0.02174_0.40983413084172,970,1176,752,959,568,1897
CDKN1A_crRNA0202:202-228_B25_0.03389_0.432507984498305,930,1169,832,1015,677,1091
CDKN1A_crRNA0225:225-251_T18_0.9725_0.763059669862948,1163,1694,1106,1439,1158,1024
CDKN1A_crRNA0235:235-261_T6_0.9904_0.773968263207112,810,899,554,840,525,697
CDKN1A_crRNA0251:251-277_T15_0.9795_0.766187194271191,690,888,567,818,383,1568
CDKN1A_crRNA0271:271-297_T8_0.9872_0.77065138082396,811,1090,666,919,547,704
CDKN1A_crRNA0272:272-298_T4_0.9936_0.777534582800918,710,906,601,838,593,696
CDKN1A_crRNA0273:273-299_T3_0.9962_0.787237091546353,690,1049,667,991,559,1293
CDKN1A_crRNA0274:274-300_T20_0.9661_0.759931519407345,609,844,530,1090,392,2437
CDKN1A_crRNA0317:317-343_T14_0.9802_0.76652611937439,397,649,368,491,241,468
CDKN1A_crRNA0322:322-348_T2_0.9974_0.792247168498491,871,1138,688,940,539,717
CDKN1A_crRNA0323:323-349_T1_0.9981_0.792540105631505,728,956,553,719,412,1162
CDKN1A_crRNA0325:325-351_T16_0.9789_0.765689311872719,840,1004,675,947,662,1082
CDKN1A_crRNA0359:359-385_B35_0.05371_0.453055623830303,667,885,614,837,422,662
CDKN1A_crRNA0360:360-386_B31_0.04731_0.448558601937624,634,987,642,881,530,637
CDKN1A_crRNA0368:368-394_B21_0.02813_0.421524708952725,536,738,489,761,397,637
CDKN1A_crRNA0370:370-396_B27_0.03645_0.437387474610087,657,1103,565,946,421,1430
CDKN1A_crRNA0379:379-405_B39_0.06202_0.46101241290237,118,467,222,414,107,293
CDKN1A_crRNA0393:393-419_T19_0.9668_0.759999458265931,723,1007,502,907,442,1318
CDKN1A_crRNA0406:406-432_T10_0.984_0.768325618541203,743,1037,593,879,356,1059
CDKN1A_crRNA0407:407-433_T11_0.9834_0.768325618541203,819,996,569,890,728,923
CDKN1A_crRNA0408:408-434_T12_0.9827_0.768325618541203,949,1444,788,987,1141,1245
CDKN1A_crRNA0409:409-435_T13_0.9821_0.768325618541203,951,1193,858,982,617,1255
CDKN1A_crRNA0431:431-457_B29_0.04604_0.4473216887426,823,1041,731,845,444,673
CDKN1A_crRNA0432:432-458_B13_0.0179_0.397869198090058,833,1175,605,995,616,1032
CDKN1A_crRNA0433:433-459_B33_0.05179_0.451505287007725,657,1046,598,891,625,601
CDKN1A_crRNA0531:531-557_B37_0.05563_0.454875208967862,588,958,615,937,325,716
CDKN1A_crRNA0537:537-563_T17_0.9731_0.764051694972825,826,1217,703,1069,591,1377
CHAMP1_crRNA0256:341-367_T20_0.9878_0.746563544531951,504,644,467,647,601,662
CHAMP1_crRNA0323:432-458_T17_0.9889_0.747483670099832,392,448,339,449,649,409
CHAMP1_crRNA0325:434-460_T8_0.9944_0.753042272674246,485,564,375,553,316,439
CHAMP1_crRNA0328:437-463_T16_0.9893_0.747666862219219,356,391,249,361,476,646
CHAMP1_crRNA0329:438-464_T2_0.9981_0.76228681177631,430,537,356,648,393,1436
CHAMP1_crRNA0331:440-466_T5_0.9963_0.759718686818885,499,604,417,605,391,572
CHAMP1_crRNA0332:441-467_T6_0.9959_0.759718686818885,407,531,347,468,661,345
CHAMP1_crRNA0333:442-468_T9_0.9926_0.751449170678833,369,540,328,415,276,291
CHAMP1_crRNA0573:754-780_B17_0.01184_0.405376466699161,478,580,326,500,416,447
CHAMP1_crRNA0726:907-933_B39_0.02369_0.432064631481047,404,602,420,503,246,258
CHAMP1_crRNA0878:1059-1085_B29_0.01776_0.417233541569494,639,886,617,830,432,627
CHAMP1_crRNA0882:1063-1089_B27_0.01702_0.417233541569494,602,700,482,720,367,802
CHAMP1_crRNA0896:1077-1103_B19_0.01258_0.406949816545581,593,753,523,771,345,1135
CHAMP1_crRNA0930:1111-1137_B23_0.0148_0.413344915043694,700,958,663,747,676,646
CHAMP1_crRNA0936:1117-1143_B33_0.02036_0.424673051060631,525,834,401,573,382,592
CHAMP1_crRNA0948:1129-1155_B5_0.003701_0.36316552641308,646,722,479,692,394,383
CHAMP1_crRNA0950:1131-1157_B3_0.002221_0.361020339956894,551,775,461,644,308,469
CHAMP1_crRNA1010:1191-1217_B13_0.009623_0.39398242172097,570,702,461,719,431,637
CHAMP1_crRNA1014:1195-1221_B21_0.01369_0.410282441495229,587,823,568,678,425,838
CHAMP1_crRNA1016:1197-1223_B15_0.01073_0.396391944457729,692,977,592,763,1494,865
CHAMP1_crRNA1302:1552-1578_B9_0.007772_0.390121522051406,711,986,546,929,450,2050
CHAMP1_crRNA1391:1641-1667_T15_0.9896_0.750199162015113,633,805,474,638,336,724
CHAMP1_crRNA1599:1898-1924_B1_0.0007402_0.33227640462691,595,666,407,735,365,616
CHAMP1_crRNA1600:1899-1925_B7_0.004811_0.363828584157732,519,802,504,609,496,421
CHAMP1_crRNA1601:1900-1926_B31_0.01887_0.422532521717232,421,832,423,672,334,808
CHAMP1_crRNA1602:1901-1927_B25_0.01628_0.416066694880504,339,598,368,602,418,365
CHAMP1_crRNA1603:1902-1928_B11_0.008882_0.393752649250833,481,829,374,649,282,542
CHAMP1_crRNA1619:1918-1944_B37_0.02258_0.430409004238493,636,709,497,629,481,559
CHAMP1_crRNA1624:1923-1949_B35_0.02184_0.429002747645597,650,678,419,595,414,477
CHAMP1_crRNA1645:1993-2019_T7_0.9948_0.754899312709806,315,573,368,516,243,523
CHAMP1_crRNA1672:2020-2046_T19_0.9882_0.746930129573347,838,1059,622,904,417,721
CHAMP1_crRNA1673:2021-2047_T18_0.9885_0.747045183313326,670,713,471,731,264,543
CHAMP1_crRNA1805:2188-2214_T10_0.9919_0.750326817733293,442,592,452,593,263,563
CHAMP1_crRNA1837:2243-2269_T3_0.9978_0.761282756183095,289,605,262,522,201,488
CHAMP1_crRNA1838:2244-2270_T4_0.9974_0.761282756183095,468,736,515,770,311,656
CHAMP1_crRNA1857:2263-2289_T11_0.9915_0.750326817733293,616,1001,634,851,367,586
CHAMP1_crRNA1858:2264-2290_T12_0.9911_0.750326817733293,613,810,494,685,358,588
CHAMP1_crRNA1859:2265-2291_T13_0.9907_0.750326817733293,553,899,491,661,514,675
CHAMP1_crRNA1860:2266-2292_T14_0.9904_0.750326817733293,698,860,607,748,393,740
CHAMP1_crRNA2097:2713-2739_T1_0.9985_0.765446480620498,462,651,435,616,587,636
CKAP4_crRNA0086:121-147_B31_0.03174_0.350093288352883,647,947,486,758,382,624
CKAP4_crRNA0089:124-150_B46_0.04982_0.367323575042512,656,887,577,802,483,854
CKAP4_crRNA0148:183-209_B19_0.0217_0.329314438508888,1085,1464,1028,1329,840,1152
CKAP4_crRNA0237:299-325_B4_0.008839_0.289107997233005,548,936,497,954,409,1572
CKAP4_crRNA0238:300-326_B55_0.05826_0.386999250862317,652,760,580,785,430,782
CKAP4_crRNA0242:304-330_B58_0.06027_0.389479266594687,743,1000,580,1015,412,1239
CKAP4_crRNA0245:307-333_B37_0.03736_0.355495553445948,816,1054,704,858,496,698
CKAP4_crRNA0280:354-380_B49_0.05183_0.370341722665283,1034,1471,932,1191,802,905
CKAP4_crRNA0286:360-386_B22_0.02571_0.338671043920766,709,843,655,830,525,718
CKAP4_crRNA0290:364-390_B40_0.04138_0.359201654776017,763,877,609,896,835,1349
CKAP4_crRNA0327:410-436_B13_0.01848_0.317013772218047,1534,1960,1276,1925,999,1437
CKAP4_crRNA0328:411-437_B1_0.0008035_0.256690229116008,1430,1927,1198,1682,912,1899
